ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,km_per_driving_day,percent_sessions_in_last_month,professional_driver,total_sessions_per_day,km_per_hour,km_per_drive,percent_of_drives_to_favorite,device2,label2.
3638,retained,184,147,334.7253719,133,69,22,3675.678675,845.7354145,8,2,iPhone,1837.8393375,0.5497043709461332,0,2.5167321195488723,260.7679857303646,25.004616836734694,0.27186466171792456,1,0
3639,retained,132,114,237.9762852,1569,60,76,5963.015429,3524.121186,6,4,Android,1490.75385725,0.5546771178861986,0,0.15167385927342256,101.52344566393694,52.30715288596491,0.5714855153979015,0,0
3640,retained,79,73,248.0605488,207,0,37,1683.552601,1293.736345,24,21,Android,80.16917147619048,0.31847063300538825,1,1.1983601391304348,78.07862587334208,23.062364397260275,0.14915713191391602,0,0
3641,churned,294,235,385.3517518,1914,185,47,2201.980276,831.4377093,12,12,iPhone,183.4983563333333,0.7629393109716234,0,0.20133320365726226,158.90404666782894,9.370128834042552,0.6020473474333898,1,1
3642,retained,2,2,121.9001952,2331,516,9,2332.970047,1533.727899,15,8,Android,291.621255875,0.01640686462165731,0,0.05229523603603604,91.26664704428121,1166.4850235,4.306801963185044,0,0
3643,retained,10,8,134.6114012,3070,0,31,6473.54165,1708.444597,17,17,iPhone,380.79656764705885,0.07428791254570197,0,0.04384736195439739,227.34860684510687,809.19270625,0.2302925288916761,1,0
3644,retained,66,53,68.10807569,2394,73,49,3765.601698,2555.887862,1,1,iPhone,3765.601698,0.969048080295278,0,0.02844948859231412,88.39828430626196,71.04908864150943,1.7912706938791503,1,0
3645,churned,245,196,495.7975368,1517,80,42,1511.603135,1148.078026,0,0,Android,0.0,0.494153322304283,0,0.3268276445616348,78.99827890269195,7.7122608928571434,0.24606818498417357,0,1
3647,retained,122,98,214.4331233,95,0,0,1278.425669,963.8371267,30,20,iPhone,63.92128345,0.5689419531949708,1,2.2571907715789474,79.58350847370404,13.045159887755101,0.0,1,0
3648,churned,54,43,53.90211544,1944,0,0,4167.912331,3100.046836,2,2,Android,2083.9561655,1.0018159688019843,0,0.027727425637860084,80.66805215842231,96.92819374418606,0.0,0,1
3649,retained,167,137,170.6916216,1052,34,0,3422.570191,1525.717859,30,22,Android,155.5713723181818,0.9783725670575035,1,0.16225439315589352,134.59514172207116,24.98226416788321,0.19918962443086896,0,0
3650,retained,148,122,248.4777891,183,0,0,7336.443742,4476.502338,15,12,Android,611.3703118333334,0.595626677684408,0,1.3578021262295081,98.33271408871093,60.134784770491805,0.0,0,0
3651,churned,50,40,64.09692621,617,140,65,525.2161464,262.8944947,12,9,iPhone,58.35734959999999,0.7800686079108627,0,0.10388480747163696,119.8692609366384,13.130403659999999,3.1982812924345376,1,1
3652,retained,61,49,71.50371511,414,0,0,1577.025964,763.2397319,14,7,iPhone,225.2894234285714,0.8531025262975318,0,0.17271428770531402,123.97357459949077,32.18420334693877,0.0,1,0
3653,retained,118,103,256.4975267,284,5,36,3821.299104,1649.150428,26,19,iPhone,201.12100547368422,0.4600434223212337,1,0.9031603052816901,139.02791543283038,37.09999130097088,0.15984559589127612,1,0
3654,retained,87,70,113.8578983,1406,0,86,4965.345843,3706.046797,27,18,Android,275.85254683333335,0.7641103629962226,1,0.08098001301564722,80.38774653929444,70.93351204285715,0.7553274852606339,0,0
3655,retained,163,132,165.8905818,284,152,0,2485.740436,449.6617559,8,4,Android,621.435109,0.9825753712559467,0,0.5841217669014085,331.68136761261087,18.83136693939394,0.916266603870576,0,0
3656,retained,33,27,34.68126845,465,136,0,5922.039183,3224.479063,30,21,iPhone,282.00186585714283,0.9515222907021442,0,0.07458337301075268,110.1952731085232,219.33478455555556,3.9214251980452004,1,0
3657,retained,100,80,325.4690147,1385,385,0,3543.035493,1385.091618,21,20,Android,177.15177465,0.3072489099835653,1,0.23499567848375452,153.47874957683845,44.2879436625,1.1829083034367265,0,0
3658,retained,66,53,214.734195,493,144,0,2188.702152,569.9373709,24,20,iPhone,109.4351076,0.30735673002616093,0,0.43556631845841787,230.41501720202427,41.29626701886792,0.6705965018752602,1,0
3659,retained,122,110,313.5500678,1505,38,15,1714.655523,735.6799183,30,23,iPhone,74.55024013043477,0.389092564565537,1,0.2083389154817276,139.84251686213247,15.587777481818181,0.1690320157538808,1,0
3660,retained,120,120,168.0678666,2094,69,105,1940.195714,549.3597437,17,13,iPhone,149.24582415384614,0.7139972823335642,0,0.08026163638968481,211.90439265890464,16.168297616666667,1.035296059383668,1,0
3662,retained,115,92,186.9776662,320,196,0,546.8583466,171.8837398,22,13,Android,42.06602666153846,0.6150467183443752,0,0.584305206875,190.8935704690782,5.944112463043479,1.0482535373521527,0,0
3663,retained,164,140,443.9964252,2212,187,0,961.9030132,290.6272163,29,26,iPhone,36.99626973846154,0.3693723433158849,1,0.20072171121157323,198.5849141273284,6.870735808571429,0.42117456219555166,1,0
3665,retained,37,35,124.6617678,1665,0,25,4759.84242,354.0344549,6,2,Android,2379.92121,0.2968031069426243,0,0.07487193261261262,806.6744387369513,135.9954977142857,0.2005426398260975,0,0
3666,retained,48,39,117.2787241,697,190,0,3118.429791,1557.776856,11,4,iPhone,779.60744775,0.4092813966757675,0,0.16826215796269728,120.11077628951499,79.95973823076923,1.620072195174913,1,0
3667,retained,224,179,295.4706098,1888,262,81,2197.401193,1801.133676,25,18,Android,122.07784405555556,0.7581126263340456,1,0.1564992636652542,73.20060322940739,12.275984318435755,1.1608599590740074,0,0
3668,retained,6,6,31.48282571,184,70,11,10974.69781,6227.562386,17,17,iPhone,645.5704594117647,0.19058009771004128,0,0.17110231364130435,105.73669564199209,1829.1163016666667,2.5728313190855574,1,0
3669,retained,221,177,828.4676441,3159,63,0,4262.126012,1200.6799,27,22,iPhone,193.73300054545453,0.2667575512138217,1,0.2622562975941754,212.98562649378906,24.079807977401128,0.07604400781208492,1,0
3670,churned,130,108,141.0842635,1520,196,19,4316.674612,1929.659905,7,7,iPhone,616.6678017142857,0.9214351535385802,0,0.09281859440789474,134.22078991686362,39.96920937037037,1.523911984698421,1,1
3671,churned,15,15,25.82688153,206,13,13,1119.994946,822.1598568,0,0,iPhone,0.0,0.5807902120345537,0,0.1253732113106796,81.73556055333789,74.66632973333334,1.0067030341932264,1,1
3672,retained,86,71,467.4912509,1376,58,0,1701.220658,277.9466762,7,3,iPhone,567.0735526666666,0.18396066201118288,0,0.3397465486191861,367.2403673809429,23.960854338028167,0.12406649298428614,1,0
3673,retained,13,10,137.8637294,1836,237,41,2014.76297,1290.963347,7,5,Android,402.952594,0.09429601285688126,0,0.07508917723311548,93.63997706125423,201.476297,2.016483967247153,0,0
3675,retained,150,120,206.3067535,3032,0,45,7689.521648,5809.392785,21,21,iPhone,366.1676975238095,0.7270726597905579,1,0.06804312450527705,79.41816226839963,64.07934706666667,0.21812179793716738,1,0
3676,retained,21,17,161.5445146,1290,280,14,6183.258863,4400.05592,25,17,Android,363.7211095882353,0.12999512890919293,0,0.12522830589147288,84.3160947327233,363.7211095882353,1.819931804728701,0,0
3677,retained,113,91,284.7026731,2342,24,120,5520.817202,4247.988849,15,12,iPhone,460.0681001666667,0.39690530043007166,0,0.12156390824081982,77.97784878789827,60.6683209010989,0.5057908253268171,1,0
3678,retained,1,1,142.7275872,1634,26,261,405.1686166,46.44288262,4,0,iPhone,0.0,0.0070063539895670575,0,0.08734858457772338,523.4411738588159,405.1686166,2.0108235950057454,1,0
3679,churned,4,4,186.4606355,1053,199,117,2417.299178,2000.117087,16,12,iPhone,201.4415981666667,0.0214522490995157,0,0.17707562725546058,72.51473007389993,604.3247945,1.6947276788617402,1,1
3680,retained,40,36,129.2148869,2635,329,22,3405.280892,2442.416162,30,26,iPhone,130.972342,0.30956185436246353,0,0.04903790774193549,83.65357906602323,94.5911358888889,2.7164052720306175,1,0
3681,retained,23,19,316.1938678,3179,81,0,1488.216471,600.2060719,10,10,Android,148.8216471,0.07274018360959497,0,0.09946331167033659,148.77055138302075,78.32718268421053,0.2561719509729214,0,0
3682,retained,289,231,603.9526365,2571,0,0,2421.827646,711.3757714,23,23,iPhone,105.29685417391305,0.47851434455986513,1,0.23490962135355895,204.26568432887174,10.484102363636364,0.0,1,0
3683,churned,4,4,30.1112088,1037,104,302,6704.842371,1240.800086,24,20,Android,335.24211855,0.13284089744015856,0,0.02903684551591128,324.21866084557956,1676.21059275,13.483351090176095,0,1
3684,retained,16,14,63.27424393,288,117,0,2969.954961,1846.723193,30,28,Android,106.06982003571429,0.2528675019444045,0,0.21970223586805554,96.49377791726255,212.13964007142857,1.8490936079684581,0,0
3685,churned,298,239,385.639262,3496,279,39,5610.74664,4431.180153,2,2,Android,2805.37332,0.7727428956650166,0,0.11030871338672768,75.971814906258,23.475927364016737,0.8246048349713936,0,1
3686,retained,3,3,13.5338527,49,109,0,6451.537163,307.750679,1,0,Android,0.0,0.22166636999086,0,0.2762010755102041,1257.811131523125,2150.5123876666667,8.053878109667915,0,0
3687,retained,8,8,69.56548694,1548,0,0,1363.560985,1128.881512,19,13,Android,104.88930653846154,0.11499955440403908,0,0.044938945051679585,72.47320310441934,170.445123125,0.0,0,0
3688,retained,44,36,185.7371924,2671,64,81,4946.028481,803.1716254,4,1,iPhone,4946.028481,0.23689385756000048,0,0.06953844717334332,369.4872919747446,137.38968002777779,0.7806729396863652,1,0
3689,churned,19,19,80.27371609,2557,59,55,3986.229643,2993.985972,17,14,iPhone,284.7306887857143,0.23669017613060153,0,0.03139370985138834,79.88473587277048,209.80156015789476,1.4201410567836092,1,1
3690,retained,23,22,40.53686465,1004,0,9,6725.853448,2411.872464,7,7,Android,960.8362068571429,0.5673847792271226,0,0.040375363197211155,167.31863434052622,305.72061127272724,0.22202013100191753,0,0
3691,retained,33,33,89.6219355,2729,38,25,6451.91814,510.6031329,31,30,Android,215.06393799999998,0.3682134269461297,0,0.032840577317698794,758.1525914291936,195.5126709090909,0.7029529059880658,0,0
3692,churned,87,71,230.4917866,255,0,77,2468.46071,611.2879126,0,0,Android,0.0,0.3774537968720834,0,0.9038893592156864,242.28786394622387,34.76705225352112,0.33406830297874046,0,1
3693,retained,53,45,187.7113471,3297,593,152,7386.2898,4198.858317,29,27,Android,273.5662888888889,0.28234840790826116,0,0.05693398456172278,105.54711651157626,164.13977333333332,3.968859696068954,0,0
3694,retained,24,19,56.90756849,862,374,139,1559.551149,730.0809949,15,15,iPhone,103.9700766,0.42173652181637955,0,0.06601806089327146,128.16806572648395,82.08163942105263,9.014618153825113,1,0
3695,retained,115,92,165.3389862,67,14,0,1442.339931,180.988896,13,13,iPhone,110.94922546153846,0.6955407350864717,0,2.467746062686567,478.1530677992533,15.677607945652174,0.08467452427139656,1,0
3696,churned,26,21,28.12339328,1336,0,0,3630.200514,2047.496367,5,2,Android,1815.100257,0.9244972589594993,0,0.021050444071856286,106.37969099751766,172.86669114285715,0.0,0,1
3697,retained,297,250,565.8302703,957,255,0,1254.080053,992.3399086,15,12,iPhone,104.50667108333333,0.5248923848533806,0,0.5912542009404389,75.82563447050707,5.016320211999999,0.4506651789145187,1,0
3698,retained,448,360,550.7529246,3132,109,14,1134.637788,408.4405638,29,20,Android,56.7318894,0.8134319038348689,1,0.17584703850574712,166.6785165670658,3.1517716333333334,0.2233306343118055,0,0
3699,retained,16,14,175.0144839,719,26,0,1175.304522,445.5704591,22,16,iPhone,73.456532625,0.09142100495603611,0,0.24341374673157162,158.26514051770536,83.950323,0.14855913305355867,1,0
3701,retained,1,1,119.63369,2326,44,0,2568.903998,1583.887068,7,7,iPhone,366.9862854285714,0.008358849417751805,0,0.05143322871883061,97.31390766049236,2568.903998,0.36778937438107945,1,0
3702,retained,323,259,421.8889276,1505,33,69,1866.170104,615.0294133,17,13,Android,143.55154646153846,0.7656043542964033,0,0.2803248688372093,182.0566688659864,7.205289976833977,0.24176979609360102,0,0
3703,retained,42,33,203.4184436,2811,95,47,5380.472411,610.8220239,17,17,iPhone,316.49837711764707,0.20647095345291494,0,0.07236515247242974,528.5145787619005,163.0446185151515,0.6980684616741409,1,0
3704,churned,76,61,97.41944707,334,114,10,3856.768247,2206.447839,2,0,iPhone,0.0,0.7801317117453025,0,0.2916749912275449,104.87721065949931,63.225708967213116,1.2728464770581251,1,1
3705,retained,79,63,218.996516,1957,154,0,3785.069207,1359.507931,29,25,iPhone,151.40276828,0.36073633244466774,1,0.11190419826264691,167.04878819864712,60.0804636031746,0.7032075341326434,1,0
3706,retained,229,183,275.7681203,2500,37,0,4541.407729,440.3196111,27,19,Android,239.0214594210526,0.8304078069316991,1,0.11030724812,618.8333584763197,24.816435677595624,0.13417069369638807,0,0
3707,retained,400,320,527.2495986,3369,3,25,1349.593346,794.1362562,13,13,iPhone,103.81487276923077,0.7586539678021862,0,0.15650032609082815,101.96688556630592,4.21747920625,0.053105777746153035,1,0
3708,retained,11,11,52.38561799,2359,0,14,4862.576868,2232.90832,16,10,Android,486.2576868,0.20998129681508793,0,0.02220670537939805,130.66125889127414,442.05244254545454,0.2672489232192028,0,0
3709,retained,188,150,518.2070393,290,292,0,8552.529753,456.303192,12,6,iPhone,1425.4216255000001,0.3627893597392126,0,1.7869208251724138,1124.5851315017758,57.016865020000004,0.563481345977926,1,0
3711,retained,51,42,249.85189,2875,0,0,1905.813588,1317.243315,7,7,iPhone,272.259084,0.20412092940341575,0,0.0869050052173913,86.80918246299849,45.376514,0.0,1,0
3712,retained,11,10,93.48403404,369,38,0,1836.665515,726.4760772,25,18,iPhone,102.03697305555555,0.11766715154047924,0,0.2533442656910569,151.69106644878795,183.6665515,0.40648652350347375,1,0
3713,retained,19,16,33.76432077,949,70,21,3818.138872,2589.651134,11,11,Android,347.1035338181818,0.5627241883355677,0,0.03557884169652265,88.46300928810744,238.6336795,2.6951526915019297,0,0
3714,churned,0,0,154.7275926,249,76,176,3582.373398,1206.480506,2,2,Android,1791.186699,0.0,0,0.6213959542168676,178.15654941050494,0.0,1.6286687834112918,0,1
3715,churned,1,1,79.74556632,1283,0,25,6813.939797,2881.111824,8,2,iPhone,3406.9698985,0.012539882104382302,0,0.062155546625097424,141.90229772213104,6813.939797,0.31349705260955757,1,1
3716,retained,15,13,129.0114908,330,288,0,2309.185116,1372.238263,16,16,Android,144.32406975,0.1162687130191662,0,0.3909439115151515,100.96723775731067,177.62962430769232,2.232359289967991,0,0
3717,retained,159,137,209.6630921,2494,437,12,8026.715811,4627.452714,26,23,Android,348.98764395652177,0.758359511001412,1,0.08406699763432238,104.07517449134542,58.589166503649636,2.14153094616122,0,0
3718,retained,57,47,88.18448069,1137,195,0,3440.434765,538.9112007,17,9,Android,382.27052944444443,0.6463722364071678,0,0.07755891001759015,383.04285684147965,73.20073968085106,2.2112734403403107,0,0
3719,retained,110,109,191.8764443,693,0,15,2853.27038,1106.268052,5,2,iPhone,1426.63519,0.5732855869895854,0,0.276877986002886,154.75112247027087,26.176792477064218,0.07817530731676166,1,0
3720,retained,73,59,117.0038901,1316,93,0,1224.790051,226.5801126,27,26,Android,47.10730965384615,0.6239108796947598,0,0.08890873107902736,324.33297969858984,20.75915340677966,0.7948453672823652,0,0
3721,retained,80,64,145.592638,1929,227,0,1528.859013,138.5956402,7,2,iPhone,764.4295065,0.549478332826142,0,0.07547570658372213,661.8645481750154,23.888422078125,1.5591447693941778,1,0
3722,retained,7,7,118.4453808,2340,218,54,2203.361587,673.2990052,30,28,Android,78.69148525,0.05909896994480346,0,0.0506176841025641,196.34916166366554,314.765941,2.29641711785522,0,0
3723,retained,33,33,33.16845648,3495,0,0,585.2272044,409.2916034,11,9,Android,65.02524493333334,0.9949211842250911,0,0.009490259364806868,85.79123532540076,17.73415770909091,0.0,0,0
3724,retained,193,156,216.2600285,2771,0,0,3507.548927,2621.545155,23,20,Android,175.37744634999999,0.8924441624218135,1,0.07804403771201733,80.27820356960436,22.484287993589742,0.0,0,0
3725,churned,43,43,165.6513371,1227,104,0,4130.103364,3349.692753,4,1,Android,4130.103364,0.25958136380174135,0,0.13500516471067645,73.97878555221628,96.04891544186046,0.6278246938460722,0,1
3726,retained,405,324,448.3236253,2469,0,37,6803.976875,4894.42484,12,10,iPhone,680.3976875000001,0.9033652860229938,0,0.18158105520453624,83.40890418086389,20.99992862654321,0.08252966810580437,1,0
3727,retained,130,105,153.7134546,1505,63,0,6870.950585,4184.218279,23,18,iPhone,381.7194769444444,0.8457294798187431,1,0.1021351857807309,98.52665602295649,65.43762461904761,0.4098535171429294,1,0
3728,retained,281,225,296.0194206,99,46,0,2937.845342,261.2304206,20,18,iPhone,163.21363011111112,0.949262043113397,1,2.9900951575757575,674.7710320840023,13.05709040888889,0.15539520990468422,1,0
3729,churned,157,131,798.9193924,2767,0,44,3466.629352,2855.697506,11,10,iPhone,346.6629352,0.19651544510437147,0,0.28873125854716297,72.83606218200059,26.46281948091603,0.055074392258549966,1,1
3730,retained,22,20,250.7073195,1873,378,0,4615.787597,3414.941591,31,29,Android,159.16508955172412,0.08775172597224469,0,0.13385334730379073,81.09868015016366,230.78937985,1.5077342007958408,0,0
3731,retained,264,215,284.4065381,1155,25,14,5408.709611,2143.357512,24,21,iPhone,257.5576005238095,0.9282487025919747,1,0.2462394269264069,151.40851437200644,25.156788888372095,0.13712764924654172,1,0
3732,churned,142,120,215.1315349,1670,211,18,2778.700856,1399.598863,4,0,iPhone,0.0,0.6600612972245382,0,0.12882127838323354,119.12131094664943,23.155840466666668,1.0644650497494312,1,1
3733,retained,17,14,53.25702539,753,7,20,1628.704357,370.9712411,18,17,iPhone,95.80613864705883,0.3192067126451277,0,0.07072646134130146,263.42274169349355,116.3360255,0.5069753671422617,1,0
3734,retained,155,136,267.6169279,2659,121,99,3079.995748,1654.69013,11,6,Android,513.3326246666667,0.5791860821970074,0,0.10064570436254232,111.68238785590628,22.647027558823527,0.8220705682796233,0,0
3735,churned,24,20,65.56104183,3049,0,0,3304.536591,1546.723666,1,0,iPhone,0.0,0.36607105881923113,0,0.021502473542144962,128.1885056900655,165.22682955,0.0,1,1
3736,retained,51,45,115.1241706,369,125,0,2733.479931,1431.081842,28,22,iPhone,124.24908777272726,0.4429999341945313,0,0.3119896222222222,114.60476336614715,60.74399846666666,1.0857841524375769,1,0
3737,retained,217,174,271.8473867,2428,49,56,2692.333125,1513.91108,28,24,iPhone,112.180546875,0.7982419939150366,1,0.11196350358319605,106.70374874328814,15.473178879310346,0.3862461260879209,1,0
3738,retained,201,161,304.1739885,3138,0,19,9589.789231,5826.783275,30,21,iPhone,456.6566300476191,0.6608060110307559,1,0.09693243738049713,98.74871377638463,59.56390826708075,0.06246424979892717,1,0
3739,retained,22,22,140.1678512,3293,7,29,2604.68092,1832.170175,22,20,iPhone,130.23404599999998,0.15695467834923904,0,0.04256539665958093,85.29822029222804,118.39458727272726,0.2568349282078457,1,0
3740,churned,70,57,202.555572,767,113,50,5147.736672,2567.887201,7,7,iPhone,735.3909531428571,0.34558417380885476,0,0.26408809908735337,120.2795045669142,90.31116968421053,0.8047174332977618,1,1
3741,retained,33,26,97.11036434,2119,110,53,1913.035713,1166.944108,28,27,Android,70.85317455555555,0.3398195468041017,0,0.04582839279848985,98.36130281914068,73.57829665384615,1.678502609971775,0,0
3742,retained,31,26,75.08860406,399,213,0,3654.701037,2791.62033,7,3,Android,1218.233679,0.4128456027126202,0,0.18819199012531326,78.55010219817392,140.5654245,2.8366488186383263,0,0
3743,retained,83,66,229.2475354,2861,140,86,2217.299595,865.4870807,30,21,Android,105.585695,0.36205405591461814,1,0.08012846396364907,153.71457144386233,33.595448409090906,0.9858339353819723,0,0
3744,retained,44,38,131.0131976,2058,311,7,5806.035976,826.4370983,14,14,iPhone,414.7168554285714,0.3358440279760029,0,0.06366044586977648,421.5228954225179,152.79042042105263,2.4272363840083844,1,0
3745,retained,15,15,201.8295416,142,209,31,12288.09903,1390.714524,23,20,iPhone,614.4049514999999,0.07432014105114532,0,1.4213348,530.1490198573636,819.206602,1.189122256818325,1,0
3746,retained,23,19,102.4354233,3197,6,3,2239.931938,1424.037153,25,21,iPhone,106.66342561904763,0.22453170259901684,0,0.03204110832030028,94.37669234743625,117.89115463157896,0.0878602314517892,1,0
3747,retained,2,2,181.7059546,2976,70,11,2447.176111,1001.668745,28,27,iPhone,90.63615225925926,0.011006793940257584,0,0.06105710840053764,146.5859520853873,1223.5880555,0.4457751545804322,1,0
3748,retained,238,191,263.1018324,1097,516,0,5325.891259,1413.67796,24,24,iPhone,221.91213579166666,0.9045927116089519,1,0.23983758650865997,226.04403872859416,27.884247429319373,1.96121781172361,1,0
3749,retained,36,31,232.3533638,3087,88,0,5061.130173,1137.005915,13,8,Android,632.641271625,0.15493642704904967,0,0.07526833942338841,267.0767199834664,163.26226364516128,0.3787334883421214,0,0
3750,retained,241,194,377.120612,799,77,50,3519.925748,2783.402997,3,2,Android,1759.962874,0.6390528449821247,0,0.47199075344180225,75.87673977057229,18.143947154639175,0.3367622876046881,0,0
3751,churned,198,161,450.327563,438,48,14,3295.268721,687.8380824,5,2,Android,1647.6343605,0.4396799491484824,0,1.0281451210045662,287.44573515053173,20.46750758385093,0.13767755983437327,0,1
3752,retained,3,3,13.86713511,1912,0,11,1883.919277,154.9246649,1,1,iPhone,1883.919277,0.21633884549351592,0,0.007252685726987448,729.6136912283229,627.9730923333333,0.7932424334762251,1,0
3753,retained,27,22,399.3988539,2158,0,0,2583.889333,843.9220864,15,15,iPhone,172.25928886666668,0.06760159608960761,0,0.1850782455514365,183.7057738841044,117.44951513636364,0.0,1,0
3754,retained,6,5,208.9792407,2585,425,9,5687.427968,4669.685884,30,29,iPhone,196.11820579310344,0.028710985741465564,0,0.08084303315280464,73.07679500439819,1137.4855936,2.0767613019660094,1,0
3755,retained,153,126,161.0993987,1925,11,0,2034.964803,1090.108571,22,19,iPhone,107.10341068421053,0.949724215202797,1,0.08368799932467533,112.00525473164086,16.15051430952381,0.06828082592961286,1,0
3757,retained,44,37,55.93089558,1375,27,0,997.3288432,822.8223047,15,14,Android,71.23777451428572,0.7866850609796726,0,0.040677014967272725,72.7249738493872,26.9548336,0.4827385601466173,0,0
3758,retained,8,8,279.1577528,2576,387,12,751.9816078,437.1413625,28,25,iPhone,30.079264312,0.028657631463782147,0,0.10836869285714287,103.21351475405167,93.997700975,1.4292993692561347,1,0
3759,retained,9,7,217.733834,3468,59,0,1732.241106,995.0271846,12,10,iPhone,173.2241106,0.041334871272234154,0,0.06278368915801615,104.45389630413118,247.46301514285713,0.27097304500686836,1,0
3760,retained,18,18,47.1790241,3079,207,54,1376.422835,736.2980113,13,13,iPhone,105.87867961538463,0.38152548390673474,0,0.015322839915557,112.16296775566207,76.46793527777778,5.532119516647653,1,0
3761,retained,146,117,347.1477546,1233,385,9,4462.086294,754.8502544,28,23,iPhone,194.00375191304346,0.42057019832442266,1,0.28154724622871047,354.6732296630196,38.13748969230769,1.1349634119165926,1,0
3762,retained,104,83,107.6775911,1916,13,33,5432.480982,1544.611685,13,12,iPhone,452.7067485,0.9658462725398024,0,0.05619916028183716,211.02317306372055,65.45157809638555,0.42720123593106646,1,0
3763,retained,23,21,40.93172179,780,182,3,829.7932369,260.0317598,9,7,iPhone,118.54189098571429,0.5619113732376417,0,0.05247656639743589,191.46735864993366,39.51396366190476,4.519721915172336,1,0
3764,retained,133,107,362.9731965,3035,75,22,2778.245397,499.8433552,15,12,iPhone,231.52044975,0.36641824047192423,0,0.11959578138385502,333.49392781924894,25.96491025233645,0.26723736335170417,1,0
3765,retained,20,16,106.6625626,3442,0,44,2196.331582,706.7362215,15,15,Android,146.42210546666666,0.18750721445726826,0,0.030988542300987798,186.46263048511372,137.270723875,0.41251587180599014,0,0
3766,retained,93,74,109.9262021,3073,118,5,5444.427286,3246.096354,10,5,iPhone,1088.8854572,0.8460221332435173,0,0.03577162450374227,100.63337668873153,73.5733417027027,1.1189324988059421,1,0
3767,retained,56,47,69.1889687,2462,439,20,9141.071744,2454.628115,16,9,iPhone,1015.6746382222223,0.8093775792903241,0,0.028102749268887086,223.44089570570247,194.49088817021277,6.634005515968906,1,0
3768,retained,16,16,82.83959903,2595,37,30,586.8788183,186.2544171,23,21,iPhone,27.946610395238096,0.19314434385668222,0,0.03192277419267823,189.05714906666768,36.67992614375,0.8087919398998569,1,0
3769,retained,20,19,146.4958795,22,0,0,4459.252222,3577.879564,22,13,iPhone,343.0194016923077,0.13652261120422846,0,6.6589036136363635,74.78036321068296,234.69748536842107,0.0,1,0
3770,churned,35,29,108.4065068,1638,0,92,2957.494112,1638.816562,5,0,Android,0.0,0.32285884891182565,0,0.06618223858363859,108.27913924877701,101.98255558620689,0.8486575457110845,0,1
3771,retained,46,38,67.94000274,1474,0,6,2679.03448,1793.473684,23,21,iPhone,127.57307047619047,0.6770679738715595,0,0.04609226780189959,89.6261095069405,70.50090736842105,0.08831321398324689,1,0
3772,churned,4,4,28.1091548,3123,102,0,3574.28642,1736.81647,3,0,iPhone,0.0,0.1423023932402265,0,0.009000689977585654,123.47717154018007,893.571605,3.6287110276257755,1,1
3773,retained,28,25,212.0076397,458,31,0,847.9330254,451.5890829,3,0,iPhone,0.0,0.13207071235556045,0,0.4628987766375546,112.65990133615784,33.917321016,0.14622114582222764,1,0
3774,retained,254,203,274.9469107,2928,249,47,3678.876722,1068.327398,12,8,iPhone,459.85959025,0.9238147079133557,0,0.09390263343579235,206.61512915725112,18.122545428571428,1.0765714706391862,1,0
3775,retained,64,52,70.27331771,1907,185,0,1821.328489,1117.276022,3,1,iPhone,1821.328489,0.9107297347780223,0,0.03685019282118511,97.8090527212621,35.02554786538462,2.6325781395927206,1,0
3776,retained,75,62,216.8801919,1919,109,23,4867.504697,2350.935574,8,7,Android,695.3578138571429,0.34581304702359034,0,0.11301729645648775,124.22725873473895,78.50814027419355,0.6086309627615191,0,0
3778,retained,117,97,205.6393393,968,0,0,2542.652881,1713.901219,7,6,iPhone,423.7754801666667,0.5689572841377049,0,0.21243733398760328,89.01281542294066,26.212916298969073,0.0,1,0
3779,retained,137,110,396.6268231,3221,81,0,7308.334482,2481.983739,25,15,Android,487.22229880000003,0.345412846587682,1,0.12313779046879851,176.67322393364,66.43940438181818,0.2042221939678996,0,0
3780,churned,50,50,305.0041439,778,8,0,2010.503501,1543.928541,6,0,iPhone,0.0,0.16393219895528116,0,0.3920361746786632,78.1319904753286,40.210070019999996,0.026229151832844987,1,1
3781,retained,69,57,332.1257775,3437,0,0,1545.589179,1053.62384,17,14,iPhone,110.39922707142857,0.20775261865965822,0,0.09663246363107361,88.01561545911869,27.11559963157895,0.0,1,0
3782,retained,33,28,297.3583127,1871,152,19,3770.145006,716.8953575,27,17,iPhone,221.77323564705884,0.11097722374182681,0,0.15893015109567077,315.53935730431897,134.64803592857143,0.5750637957531025,1,0
3783,retained,49,40,348.1542346,481,38,0,2222.695619,1088.007794,10,10,Android,222.2695619,0.140742220344661,0,0.7238133775467775,122.57424797455081,55.567390475,0.10914702802239017,0,0
3784,retained,12,12,322.894739,1053,120,30,6811.857785,3712.433774,18,12,Android,567.6548154166667,0.037163813932564564,0,0.30664267711301046,110.09259477230475,567.6548154166667,0.4645476741570571,0,0
3785,churned,29,24,638.9085647,820,184,0,2145.988074,366.6251207,1,1,iPhone,2145.988074,0.04538990647842852,0,0.7791567862195122,351.20147848614124,89.41616975,0.2879911307596844,1,1
3786,churned,48,39,132.782587,2999,37,18,9698.759164,3516.343348,8,4,iPhone,2424.689791,0.36149318283729476,0,0.04427562087362454,165.49167480217292,248.6861324102564,0.41421093866773356,1,1
3787,retained,31,31,218.5075737,147,21,50,10304.41565,3801.322272,24,20,iPhone,515.2207825,0.14187151262116643,0,1.4864460795918366,162.64470485810998,332.4005048387097,0.3249315289065424,1,0
